Soundlevel
2629.0
2221.0
1462.0
1464.0
1221.0
1198.0
1153.0
1832.0
1472.0
1472.0
1112.0
1494.0
1364.0
1259.0
1115.0
1423.0
978.0
778.0
670.0
999.0
1067.0
1031.0
951.0
1469.0
1162.0
1131.0
1163.0
1487.0
1135.0
1085.0
1271.0
2226.0
2209.0
1903.0
1258.0
1260.0
1193.0
1262.0
1394.0
2087.0
1620.0
1643.0
1347.0
2083.0
1541.0
1213.0
1095.0
2251.0
1167.0
1708.0
1293.0
1348.0
874.0
1133.0
1792.0
1701.0
1139.0
758.0
672.0
2609.0
1725.0
1044.0
957.0
2784.0
1325.0
744.0
664.0
1655.0
1388.0
1107.0
941.0
1435.0
1188.0
892.0
883.0
2719.0
1570.0
1258.0
1288.0
2617.0
1663.0
1002.0
870.0
1987.0
1635.0
1301.0
1071.0
1862.0
1474.0
1375.0
1240.0
3193.0
1877.0
1224.0
1286.0
2766.0
1724.0
1249.0
926.0
1712.0
1578.0
1401.0
1161.0
1548.0
946.0
977.0
1333.0
2924.0
1877.0
1399.0
1409.0
2797.0
1313.0
832.0
850.0
1747.0
1342.0
1622.0
1540.0
1612.0
1243.0
968.0
1606.0
2801.0
1702.0
1191.0
1777.0
2368.0
1281.0
1404.0
1485.0
1916.0
1628.0
1353.0
1659.0
2066.0
1529.0
1208.0
2192.0
3347.0
1999.0
1660.0
3070.0
3477.0
1974.0
1435.0
3040.0
3897.0
4104.0
3408.0
4276.0
4060.0
4131.0
3602.0
5294.0
4717.0
3647.0
3499.0
4580.0
4030.0
2672.0
1671.0
3374.0
3233.0
2965.0
2815.0
3118.0
2859.0
2142.0
2100.0
5065.0
3475.0
2341.0
2146.0
4452.0
3420.0
1955.0
1418.0
2387.0
2435.0
1939.0
1871.0
2220.0
2289.0
1664.0
1653.0
4743.0
3007.0
2246.0
2105.0
4754.0
2507.0
1880.0
1570.0
3022.0
2322.0
2066.0
1416.0
2509.0
2143.0
1834.0
1306.0
4944.0
2683.0
2181.0
1829.0
4464.0
2994.0
1799.0
1407.0
3395.0
4541.0
5009.0
5654.0
6131.0
5458.0
5493.0
4837.0
6207.0
4749.0
4332.0
4527.0
5082.0
2914.0
1953.0
1798.0
3320.0
3513.0
3564.0
3044.0
3470.0
3346.0
3221.0
3367.0
4877.0
3370.0
2788.0
3577.0
4749.0
2274.0
1871.0
1944.0
3041.0
2361.0
1836.0
1866.0
2550.0
2009.0
1565.0
2324.0
4266.0
2567.0
1952.0
2533.0
4225.0
1746.0
1457.0
1707.0
3001.0
2419.0
2347.0
1935.0
2799.0
1740.0
1673.0
2819.0
4432.0
2517.0
2134.0
2719.0
4021.0
2311.0
1704.0
2514.0
4326.0
5238.0
5061.0
4022.0
4077.0
3815.0
3425.0
4777.0
4955.0
4858.0
5154.0
5697.0
5578.0
4923.0
4088.0
3625.0
4250.0
3707.0
3255.0
3932.0
3808.0
2259.0
1721.0
4255.0
3979.0
3288.0
3718.0
5381.0
4270.0
3046.0
2475.0
2927.0
2907.0
2873.0
2671.0
3300.0
2958.0
2038.0
1973.0
4633.0
3667.0
2300.0
2450.0
4480.0
3032.0
1760.0
1787.0
3212.0
2628.0
3146.0
3095.0
3459.0
2991.0
2845.0
2982.0
5254.0
4518.0
3608.0
2854.0
4768.0
3179.0
2132.0
1632.0
3291.0
2857.0
3037.0
2712.0
3155.0
2829.0
2383.0
2100.0
4928.0
3143.0
2582.0
2272.0
4754.0
2413.0
1913.0
1894.0
2993.0
2839.0
2339.0
2271.0
2805.0
1879.0
1694.0
1839.0
4418.0
2959.0
2374.0
2216.0
4573.0
2591.0
1704.0
1644.0
2773.0
2276.0
2157.0
1776.0
2582.0
1926.0
1362.0
1758.0
4783.0
2372.0
1795.0
2107.0
4788.0
2318.0
1680.0
1769.0
3159.0
2225.0
2009.0
1832.0
2832.0
1623.0
1802.0
2486.0
5160.0
2413.0
1982.0
2783.0
4477.0
2177.0
1695.0
2626.0
4224.0
3568.0
4057.0
4159.0
4570.0
4204.0
3953.0
4383.0
4688.0
3875.0
3918.0
3853.0
4055.0
2378.0
1952.0
2820.0
2989.0
2771.0
2715.0
2606.0
2898.0
2088.0
2036.0
3637.0
4090.0
2439.0
1901.0
3773.0
4025.0
1832.0
1436.0
2350.0
2678.0
2123.0
1683.0
2351.0
2063.0
1648.0
1503.0
3684.0
3834.0
2113.0
1811.0
4050.0
3539.0
1760.0
1660.0
2548.0
2861.0
2381.0
2136.0
2689.0
2291.0
1665.0
1577.0
4355.0
3299.0
2234.0
1925.0
4768.0
3520.0
2063.0
1472.0
3039.0
4711.0
5147.0
5664.0
5942.0
5988.0
5717.0
5111.0
6234.0
4588.0
4814.0
4315.0
5211.0
3408.0
2481.0
2256.0
3667.0
2878.0
3123.0
3043.0
3672.0
2967.0
2749.0
2710.0
5552.0
3971.0
3132.0
2592.0
5138.0
2545.0
1660.0
1676.0
3085.0
2311.0
2353.0
1876.0
2556.0
1916.0
1567.0
1631.0
4553.0
3106.0
1952.0
1936.0
4840.0
2265.0
1514.0
1582.0
2928.0
2235.0
2104.0
1788.0
2652.0
1918.0
1811.0
2091.0
4381.0
2906.0
2220.0
2270.0
4532.0
2309.0
1738.0
1757.0
3663.0
2999.0
2773.0
2285.0
3372.0
2430.0
2371.0
2798.0
4885.0
2866.0
2215.0
2943.0
4665.0
1754.0
1572.0
1803.0
2985.0
2226.0
2374.0
2234.0
2965.0
1680.0
1460.0
3206.0
4667.0
2482.0
1824.0
3097.0
4320.0
1898.0
1327.0
2121.0
2986.0
2106.0
1793.0
2079.0
2605.0
1722.0
1335.0
3118.0
4687.0
2292.0
1879.0
3447.0
3799.0
1805.0
1618.0
2001.0
2373.0
2282.0
2028.0
2382.0
2675.0
2046.0
1627.0
3912.0
3494.0
1922.0
2009.0
3810.0
3737.0
2133.0
1609.0
2901.0
2733.0
3033.0
2105.0
2961.0
2488.0
2267.0
2006.0
4865.0
3405.0
2161.0
1908.0
4613.0
3487.0
2097.0
1508.0
2645.0
2725.0
2436.0
2117.0
2823.0
2319.0
1854.0
1422.0
5252.0
3668.0
2126.0
1768.0
4944.0
3201.0
1701.0
1315.0
3131.0
2580.0
2213.0
1917.0
2627.0
2068.0
1633.0
1366.0
5456.0
2771.0
2098.0
1892.0
5252.0
2636.0
1657.0
1317.0
3324.0
2441.0
2602.0
1975.0
2980.0
2447.0
1990.0
2168.0
5272.0
2807.0
2406.0
2430.0
5496.0
2595.0
2065.0
2446.0
4030.0
3978.0
3574.0
3688.0
4183.0
3877.0
4335.0
4150.0
5309.0
3984.0
3456.0
3590.0
5231.0
2458.0
2007.0
2206.0
3741.0
2994.0
3002.0
2670.0
3353.0
2451.0
2716.0
2982.0
5200.0
2952.0
2086.0
2740.0
5155.0
2133.0
1750.0
1981.0
3361.0
2005.0
1881.0
2146.0
3056.0
1890.0
1512.0
2823.0
4743.0
2119.0
1747.0
2915.0
4876.0
1970.0
1837.0
2131.0
3084.0
2386.0
2008.0
2291.0
3194.0
2117.0
1684.0
3516.0
4660.0
2439.0
2275.0
3623.0
4403.0
2318.0
1918.0
2874.0
3980.0
4794.0
5892.0
5523.0
5497.0
4603.0
4414.0
5920.0
4726.0
4500.0
4729.0
5312.0
3980.0
2526.0
1937.0
3043.0
3439.0
3452.0
3457.0
3500.0
3547.0
3131.0
3027.0
5096.0
4098.0
3249.0
2860.0
5178.0
3460.0
2112.0
2002.0
3077.0
2833.0
2080.0
2085.0
2755.0
2573.0
1894.0
1717.0
5207.0
3817.0
2098.0
2021.0
4661.0
2958.0
1827.0
1642.0
3304.0
2521.0
2496.0
2097.0
2922.0
2337.0
1972.0
1763.0
5180.0
3711.0
2651.0
2393.0
5213.0
3132.0
2103.0
1757.0
3513.0
4523.0
4348.0
3801.0
4195.0
4186.0
3340.0
3099.0
6579.0
4411.0
4233.0
4547.0
6217.0
4199.0
4313.0
3360.0
3625.0
3891.0
3474.0
3702.0
3999.0
3320.0
2313.0
2335.0
5411.0
3854.0
3126.0
3686.0
5394.0
3322.0
2606.0
2285.0
3182.0
2910.0
3274.0
2734.0
3586.0
2398.0
2001.0
2613.0
5364.0
2845.0
2820.0
3560.0
5309.0
2409.0
2119.0
2746.0
2985.0
2699.0
2692.0
3082.0
3363.0
3177.0
3040.0
3987.0
5428.0
4035.0
2803.0
3935.0
4671.0
2473.0
2147.0
2580.0
3468.0
2848.0
3559.0
3244.0
3295.0
3021.0
2358.0
3953.0
4448.0
2874.0
2662.0
3616.0
4192.0
1912.0
2066.0
2926.0
2753.0
2612.0
2586.0
2997.0
2691.0
2088.0
2154.0
4333.0
3758.0
2475.0
2141.0
4559.0
4094.0
1974.0
1808.0
2951.0
2510.0
2345.0
2112.0
2533.0
2262.0
1993.0
1801.0
5174.0
3408.0
1920.0
2006.0
5153.0
3229.0
2049.0
1629.0
3118.0
2603.0
2423.0
2022.0
2770.0
2284.0
1830.0
2024.0
5527.0
3254.0
2509.0
2253.0
5466.0
3125.0
2248.0
1661.0
4178.0
3622.0
3579.0
3155.0
4072.0
3682.0
3337.0
3470.0
5890.0
3647.0
3346.0
3524.0
5556.0
3184.0
2081.0
2475.0
3550.0
2974.0
2993.0
2676.0
3407.0
2943.0
2685.0
2997.0
5798.0
3200.0
2414.0
2401.0
5928.0
2503.0
2032.0
2390.0
3393.0
2663.0
2370.0
2185.0
3453.0
2154.0
2218.0
3126.0
6168.0
2785.0
2353.0
3127.0
5863.0
3074.0
2064.0
2224.0
3547.0
2503.0
2520.0
2266.0
3026.0
1987.0
2268.0
3165.0
5676.0
3170.0
2879.0
3186.0
5267.0
2429.0
2250.0
2411.0
4273.0
4517.0
4697.0
5141.0
5520.0
4970.0
4646.0
4766.0
5594.0
3984.0
3944.0
4650.0
4833.0
2400.0
2023.0
2883.0
4360.0
4170.0
4038.0
4017.0
4854.0
3984.0
3989.0
4764.0
5431.0
3657.0
3395.0
4893.0
4579.0
2503.0
2478.0
3738.0
3652.0
3210.0
3308.0
3052.0
3315.0
3172.0
3222.0
5181.0
4184.0
2925.0
3097.0
4796.0
4194.0
2642.0
2704.0
3443.0
3173.0
3231.0
3546.0
2952.0
2774.0
2848.0
3266.0
4902.0
3820.0
2801.0
2979.0
4694.0
3697.0
2448.0
2621.0
3710.0
3331.0
3696.0
2736.0
3222.0
2881.0
2476.0
2779.0
5324.0
3456.0
2906.0
2807.0
5103.0
2905.0
2381.0
2623.0
3479.0
2790.0
2488.0
2368.0
3127.0
2549.0
2401.0
3035.0
5208.0
2746.0
2152.0
2522.0
4949.0
2794.0
1605.0
1401.0
543.0
349.0
225.0
144.0
91.0
77.0
79.0
72.0
54.0
51.0
65.0
70.0
79.0
70.0
386.0
525.0
2056.0
1988.0
1875.0
1747.0
1347.0
974.0
856.0
1204.0
1141.0
1401.0
1063.0
417.0
154.0
51.0
384.0
540.0
1140.0
1672.0
3081.0
2538.0
2063.0
1576.0
1364.0
581.0
250.0
59.0
70.0
87.0
59.0
172.0
740.0
1672.0
2014.0
1858.0
1433.0
967.0
847.0
275.0
71.0
73.0
74.0
64.0
343.0
1089.0
219.0
127.0
74.0
2815.0
3432.0
2680.0
2763.0
3310.0
3591.0
2828.0
3488.0
5962.0
5787.0
4428.0
4186.0
5727.0
5414.0
3534.0
4076.0
5373.0
3907.0
3468.0
2709.0
3086.0
3226.0
2819.0
3434.0
5451.0
4887.0
3718.0
3870.0
5886.0
4937.0
3500.0
3868.0
4755.0
3180.0
3699.0
2997.0
3995.0
3801.0
4207.0
3933.0
5586.0
5285.0
4416.0
4516.0
6039.0
4941.0
3869.0
4246.0
4821.0
3826.0
3152.0
2994.0
3432.0
3598.0
2985.0
3628.0
5581.0
4580.0
4129.0
3983.0
5663.0
4205.0
3892.0
3698.0
4090.0
2058.0
2410.0
2324.0
3470.0
2905.0
2714.0
3245.0
6248.0
3855.0
3450.0
3632.0
5751.0
3952.0
3601.0
3928.0
4652.0
3102.0
3302.0
2487.0
3161.0
2735.0
3046.0
3877.0
6180.0
4505.0
4668.0
4318.0
6759.0
3807.0
4182.0
4221.0
3940.0
3690.0
3600.0
3938.0
4480.0
4009.0
3788.0
4756.0
6130.0
4847.0
5500.0
5099.0
5698.0
3802.0
3852.0
4884.0
3797.0
3748.0
3435.0
3422.0
