Soundlevel
13296.0
2260.0
3976.0
3483.0
2727.0
2048.0
1430.0
930.0
604.0
364.0
288.0
317.0
413.0
373.0
414.0
410.0
430.0
442.0
409.0
413.0
324.0
290.0
270.0
256.0
249.0
279.0
284.0
353.0
412.0
399.0
350.0
366.0
416.0
373.0
343.0
296.0
204.0
202.0
202.0
223.0
249.0
289.0
318.0
381.0
404.0
447.0
498.0
581.0
501.0
381.0
581.0
580.0
575.0
315.0
240.0
200.0
381.0
271.0
317.0
394.0
455.0
408.0
360.0
355.0
396.0
366.0
329.0
256.0
211.0
353.0
333.0
259.0
363.0
333.0
373.0
350.0
393.0
383.0
366.0
373.0
355.0
301.0
305.0
250.0
184.0
165.0
169.0
175.0
174.0
207.0
223.0
306.0
322.0
365.0
393.0
427.0
407.0
390.0
387.0
275.0
212.0
213.0
227.0
221.0
226.0
258.0
307.0
358.0
321.0
296.0
279.0
362.0
338.0
277.0
321.0
332.0
257.0
240.0
211.0
199.0
194.0
224.0
258.0
374.0
311.0
318.0
305.0
342.0
284.0
275.0
290.0
203.0
163.0
156.0
179.0
190.0
237.0
249.0
289.0
364.0
319.0
315.0
327.0
381.0
261.0
301.0
264.0
214.0
195.0
194.0
177.0
199.0
209.0
240.0
284.0
360.0
282.0
246.0
264.0
366.0
293.0
328.0
246.0
200.0
186.0
201.0
197.0
231.0
274.0
255.0
312.0
378.0
304.0
403.0
347.0
401.0
297.0
289.0
259.0
221.0
185.0
211.0
209.0
263.0
250.0
269.0
381.0
431.0
332.0
349.0
362.0
376.0
355.0
344.0
294.0
248.0
251.0
198.0
227.0
241.0
206.0
216.0
359.0
420.0
324.0
316.0
329.0
341.0
299.0
287.0
217.0
187.0
172.0
153.0
217.0
262.0
251.0
270.0
352.0
376.0
303.0
321.0
344.0
370.0
314.0
272.0
236.0
173.0
160.0
189.0
228.0
266.0
252.0
309.0
360.0
355.0
403.0
346.0
404.0
419.0
361.0
326.0
322.0
251.0
241.0
222.0
268.0
265.0
265.0
285.0
434.0
411.0
359.0
283.0
437.0
381.0
328.0
295.0
294.0
223.0
197.0
247.0
252.0
277.0
295.0
380.0
429.0
392.0
447.0
367.0
457.0
335.0
314.0
305.0
301.0
243.0
237.0
219.0
258.0
277.0
376.0
383.0
432.0
383.0
393.0
327.0
442.0
366.0
333.0
349.0
524.0
416.0
280.0
320.0
350.0
308.0
953.0
1154.0
827.0
654.0
461.0
492.0
523.0
424.0
381.0
306.0
255.0
224.0
210.0
226.0
299.0
265.0
272.0
299.0
457.0
319.0
289.0
329.0
422.0
302.0
263.0
256.0
208.0
211.0
224.0
231.0
324.0
325.0
323.0
339.0
491.0
327.0
330.0
339.0
380.0
318.0
271.0
237.0
202.0
280.0
329.0
431.0
422.0
462.0
467.0
467.0
510.0
394.0
439.0
491.0
608.0
535.0
471.0
403.0
307.0
338.0
349.0
317.0
334.0
362.0
473.0
485.0
475.0
393.0
405.0
450.0
601.0
472.0
447.0
362.0
322.0
379.0
391.0
445.0
408.0
465.0
490.0
499.0
477.0
456.0
478.0
471.0
620.0
587.0
430.0
390.0
446.0
385.0
422.0
445.0
487.0
507.0
382.0
393.0
406.0
338.0
314.0
463.0
492.0
373.0
375.0
446.0
425.0
382.0
405.0
413.0
532.0
425.0
374.0
449.0
368.0
323.0
435.0
442.0
416.0
345.0
323.0
374.0
240.0
260.0
381.0
403.0
426.0
339.0
393.0
464.0
339.0
345.0
366.0
448.0
368.0
317.0
335.0
277.0
281.0
251.0
316.0
330.0
306.0
264.0
255.0
377.0
271.0
271.0
303.0
321.0
276.0
287.0
282.0
218.0
237.0
291.0
251.0
280.0
211.0
212.0
236.0
361.0
316.0
232.0
243.0
350.0
282.0
236.0
231.0
217.0
187.0
198.0
215.0
230.0
200.0
206.0
229.0
327.0
248.0
195.0
206.0
316.0
221.0
225.0
210.0
192.0
187.0
189.0
171.0
175.0
189.0
198.0
232.0
324.0
250.0
224.0
252.0
315.0
260.0
219.0
245.0
207.0
184.0
193.0
205.0
232.0
234.0
209.0
234.0
262.0
239.0
226.0
242.0
268.0
205.0
217.0
180.0
142.0
134.0
128.0
165.0
175.0
151.0
197.0
266.0
261.0
216.0
216.0
317.0
317.0
361.0
267.0
198.0
191.0
169.0
174.0
191.0
186.0
180.0
197.0
279.0
266.0
193.0
217.0
281.0
275.0
223.0
229.0
187.0
140.0
143.0
131.0
163.0
161.0
175.0
191.0
272.0
252.0
212.0
199.0
264.0
278.0
210.0
204.0
160.0
128.0
123.0
119.0
172.0
178.0
173.0
209.0
311.0
258.0
228.0
243.0
387.0
284.0
318.0
307.0
233.0
160.0
169.0
165.0
220.0
191.0
207.0
263.0
413.0
305.0
282.0
276.0
459.0
323.0
273.0
264.0
193.0
157.0
151.0
164.0
303.0
244.0
281.0
284.0
458.0
353.0
348.0
392.0
559.0
403.0
342.0
307.0
243.0
211.0
201.0
235.0
342.0
329.0
308.0
353.0
687.0
383.0
377.0
387.0
613.0
348.0
348.0
336.0
389.0
318.0
396.0
402.0
462.0
438.0
501.0
476.0
848.0
576.0
488.0
520.0
498.0
488.0
438.0
487.0
409.0
325.0
298.0
248.0
222.0
299.0
306.0
295.0
327.0
501.0
354.0
349.0
333.0
545.0
373.0
312.0
453.0
680.0
647.0
542.0
313.0
404.0
448.0
603.0
505.0
566.0
401.0
424.0
379.0
682.0
635.0
509.0
489.0
674.0
481.0
357.0
291.0
508.0
434.0
424.0
399.0
571.0
442.0
431.0
393.0
449.0
332.0
335.0
482.0
640.0
473.0
361.0
300.0
357.0
256.0
296.0
333.0
450.0
365.0
345.0
399.0
499.0
351.0
311.0
300.0
272.0
213.0
200.0
224.0
297.0
288.0
311.0
332.0
425.0
368.0
358.0
451.0
642.0
606.0
1562.0
1978.0
2871.0
2442.0
1740.0
1494.0
1776.0
1903.0
1447.0
2480.0
2189.0
2079.0
2002.0
2218.0
1970.0
1653.0
1370.0
2427.0
2274.0
2742.0
1581.0
2099.0
2065.0
1958.0
1516.0
2175.0
2226.0
1832.0
1668.0
2255.0
2094.0
2071.0
1518.0
2907.0
